name,date_time,datum,height,lat,lon,quality_flags,sensor,sigma,station,water_surface_height_above_reference_datum,bad_station
"Cedar Key, FL",2016-02-27T12:00:00Z,MLLW,0.55,29.1339,-83.0308,0;0;0;0,A1,0.003,8727520,0.479,False
"Apalachicola, FL",2016-02-27T12:00:00Z,MLLW,1.307,29.7244,-84.9806,1;0;0;0,A1,0.0,8728690,0.171,False
"Panama City, FL",2016-02-27T12:00:00Z,MLLW,1.019,30.1522,-85.6669,0;0;0;0,A1,0.003,8729108,0.011,False
"Panama City Beach, FL",2016-02-27T12:00:00Z,MLLW,8.236,30.2139,-85.8786,0;0;0;0,A1,0.035,8729210,-0.008,True
"Pensacola, FL",2016-02-27T12:00:00Z,MLLW,2.569,30.4044,-87.2111,1;0;0;0,A1,0.001,8729840,0.049,False
Tolomato River station,2016-00-27T12:00:00Z,,,29.9947223663,-81.3295593262,,NA,,fldep.tolomatoriver.,-0.361328423023,False
Bing's Landing station,2016-00-27T12:00:00Z,,,29.6154174805,-81.2049179077,,NA,,fldep.bingslanding.,-0.333506375551,False
Naples Bay station,2016-00-27T12:00:00Z,,,26.1417789459,-81.7900543213,,NA,,fldep.naplesbay.,-0.171953082085,False
St Lucie Inlet station,2016-00-27T12:00:00Z,,,27.1652774811,-80.1627807617,,NA,,fldep.stlucieinlet.,-17.2582015991,False
Binney Dock station,2016-00-27T12:00:00Z,,,27.467546463,-80.3008499146,,NA,,fldep.binneydock.,-0.449802398682,False
Ponce De Leon South station,2016-00-27T12:00:00Z,,,29.0634727478,-80.9160842896,,NA,,fldep.poncedeleonsouth.,-0.434998631477,False
