name,date_time,lat,lon,quality_flags,sea_water_temperature,sensor,station,bad_station
"Cedar Key, FL",2016-05-14T12:00:00Z,29.135,-83.0317,0;0;0,27.0,E1,8727520,False
"Apalachicola, FL",2016-05-14T12:00:00Z,29.7267,-84.9817,0;0;0,24.5,E1,8728690,False
"Panama City, FL",2016-05-14T12:00:00Z,30.1523,-85.6669,0;0;0,25.6,E1,8729108,False
"Panama City Beach, FL",2016-05-14T12:00:00Z,30.2133,-85.8783,0;0;0,22.1,E1,8729210,False
"Pensacola, FL",2016-05-14T12:00:00Z,30.4044,-87.2112,0;0;0,26.1,E1,8729840,False
Tolomato River station,2016-00-14T12:00:00Z,29.9947223663,-81.3295593262,,25.6052513123,NA,fldep.tolomatoriver.,False
Fort Myers station,2016-00-14T12:00:00Z,26.6493396759,-81.8809661865,,28.4636592865,NA,sccf.fortmyers.wq,False
"Broad River Lower, FL",2016-00-14T12:00:00Z,25.4839992523,-81.111000061,,28.8601512909,NA,enp.lbrf1.met,False
"Clear Water Pass, FL ",2016-00-14T12:00:00Z,25.2950000763,-81.0130004883,,29.3795318604,NA,enp.cwaf1.met,False
Gulf of Mexico station,2016-00-14T12:00:00Z,26.4430294037,-81.9711914062,,27.648771286,NA,sccf.gulfofmexico.wq,False
"Little Madeira, FL",2016-00-14T12:00:00Z,25.1739997864,-80.6320037842,,29.3436870575,NA,enp.lmdf1.met,False
"Taylor River, FL",2016-00-14T12:00:00Z,25.2229995728,-80.6529998779,,29.964925766,NA,enp.trrf1.met,False
Redfish Pass station,2016-00-14T12:00:00Z,26.5615692139,-82.1754379272,,28.0716781616,NA,sccf.redfishpass.wq,False
"Little Rabbit Key, FL",2016-00-14T12:00:00Z,24.9790000916,-80.8259963989,,29.4174251556,NA,enp.lrkf1.met,False
"Peterson Key, FL",2016-00-14T12:00:00Z,24.9169998169,-80.7460021973,,29.2431926727,NA,enp.pkyf1.met,False
"Highway Creek, FL",2016-00-14T12:00:00Z,25.2539997101,-80.4440002441,,29.5800018311,NA,enp.hcef1.met,False
"CAROCOOPS FRP2, Fripp Nearshore, SC",2016-08-14T12:08:00Z,32.2700004578,-80.4000015259,,22.2746543884,NA,carocoops.frp2.buoy,False
"Murray Key, FL",2016-00-14T12:00:00Z,25.1040000916,-80.9420013428,,29.281703949,NA,enp.mukf1.met,False
"Gunboat Island, FL",2016-00-14T12:00:00Z,25.3759994507,-81.0289993286,,29.0277309418,NA,enp.gbif1.met,False
Tarpon Bay station,2016-00-14T12:00:00Z,26.4679069519,-82.0631027222,,28.5940284729,NA,sccf.tarponbay.wq,False
"Blackwater Sound, FL",2016-00-14T12:00:00Z,25.1770000458,-80.43800354,,29.2274799347,NA,enp.bwsf1.met,False
"Butternut Key, FL",2016-00-14T12:00:00Z,25.0869998932,-80.5189971924,,29.2807750702,NA,enp.bnkf1.met,False
Shell Point station,2016-00-14T12:00:00Z,26.5225639343,-82.0079879761,,28.7316684723,NA,sccf.shellpoint.wq,False
"Whipray Basin, FL",2016-00-14T12:00:00Z,25.0769996643,-80.7279968262,,30.0154132843,NA,enp.wrbf1.met,False
"Garfield Bight, FL",2016-00-14T12:00:00Z,25.1700000763,-80.7969970703,,30.009103775,NA,enp.gbtf1.met,False
"Little Blackwater, FL",2016-00-14T11:00:00Z,25.2119998932,-80.4329986572,,29.1764068604,NA,enp.lbsf1.met,False
"Lane River, FL ",2016-00-14T12:00:00Z,25.2840003967,-80.8939971924,,29.7428379059,NA,enp.lrif1.met,False
"Trout Cove, FL",2016-00-14T12:00:00Z,25.2089996338,-80.5329971313,,29.516336441,NA,enp.tcvf1.met,False
St Lucie Inlet station,2016-00-14T12:00:00Z,27.1652774811,-80.1627807617,,24.7226314545,NA,fldep.stlucieinlet.,False
"White Water -West, FL",2016-00-14T12:00:00Z,25.2299995422,-80.9390029907,,29.377363205,NA,enp.wwef1.met,False
"Duck Key, FL",2016-00-14T12:00:00Z,25.1800003052,-80.4899978638,,29.0040607452,NA,enp.dkkf1.met,False
"Broad River, FL",2016-00-14T12:00:00Z,25.4759998322,-80.9899978638,,28.8168563843,NA,enp.bdvf1.met,False
"Willy Willy, FL",2016-00-14T12:00:00Z,25.6189994812,-81.0439987183,,28.8066883087,NA,enp.wiwf1.met,False
"Cane Patch, FL",2016-00-14T12:00:00Z,25.4200000763,-80.9430007935,,28.2702236176,NA,enp.canf1.met,False
"CAROCOOPS SUN2, Sunset Nearshore, NC",2016-08-14T12:08:00Z,33.8300018311,-78.4800033569,,1601.13208008,NA,carocoops.sun2.buoy,False
Bing's Landing station,2016-00-14T12:00:00Z,29.6154174805,-81.2049179077,,28.0287437439,NA,fldep.bingslanding.,False
"Bob Allen, FL",2016-00-14T12:00:00Z,25.0240001678,-80.6819992065,,29.4880142212,NA,enp.bobf1.met,False
"CAROCOOPS CAP2, Capers Island Nearshore, SC",2016-08-14T12:08:00Z,32.7999992371,-79.6200027466,,22.487569809,NA,carocoops.cap2.buoy,False
"Johnson Key, FL",2016-00-14T12:00:00Z,25.0499992371,-80.9039993286,,29.3691711426,NA,enp.jkyf1.met,False
