name,station,sensor,lat,lon,date_time,salinity,bad_station
"Mayport (Bar Pilots Dock), FL",8720218,SALINITY,30.3967,-81.43,2016-04-16T12:00:00Z,27.72,False
"Dames Point, FL",8720219,SALINITY,30.3867,-81.5583,2016-04-16T12:00:00Z,24.27,False
"Jacksonville University, FL",8720245,SALINITY,30.3541,-81.6118,2016-04-16T12:00:00Z,27.67,False
"I-295 Bridge, St Johns River, FL",8720357,SALINITY,30.1917,-81.6917,2016-04-16T12:00:00Z,3.77,False
"Red Bay Point, St Johns River, FL",8720503,SALINITY,29.9783,-81.6283,2016-04-16T12:00:00Z,0.24,False
"Racy Point, St Johns River, FL",8720625,SALINITY,29.8017,-81.5483,2016-04-16T12:00:00Z,0.56,False
Tolomato River station,fldep.tolomatoriver.,NA,29.9947223663,-81.3295593262,2016-00-16T12:00:00Z,-3.74302816391,False
Vero Beach station,fldep.verobeach.,NA,27.6320552826,-80.3712234497,2016-00-16T18:00:00Z,-143.941040039,False
Shell Point station,sccf.shellpoint.wq,NA,26.5225639343,-82.0079879761,2016-00-16T12:00:00Z,23.2789783478,False
Gulf of Mexico station,sccf.gulfofmexico.wq,NA,26.4430294037,-81.9711914062,2016-00-16T12:00:00Z,33.729850769,False
St Lucie Inlet station,fldep.stlucieinlet.,NA,27.1652774811,-80.1627807617,2016-00-16T12:00:00Z,-12.9826869965,False
Redfish Pass station,sccf.redfishpass.wq,NA,26.5615692139,-82.1754379272,2016-00-16T12:00:00Z,31.3980369568,False
Fort Myers station,sccf.fortmyers.wq,NA,26.6493396759,-81.8809661865,2016-00-16T12:00:00Z,2.4795999527,False
Melbourne station,fldep.melbourne.,NA,28.0836753845,-80.5919723511,2016-42-16T10:42:00Z,-39.9929084778,False
usf_c10_imet,usf.c10.imet,NA,27.1730003357,-82.9240036011,2016-35-16T11:35:00Z,34.887966156,False
"CAROCOOPS SUN2, Sunset Nearshore, NC",carocoops.sun2.buoy,NA,33.8300018311,-78.4800033569,2016-08-16T12:08:00Z,33.4434967041,False
Bing's Landing station,fldep.bingslanding.,NA,29.6154174805,-81.2049179077,2016-00-16T12:00:00Z,9.04968833923,False
Tarpon Bay station,sccf.tarponbay.wq,NA,26.4679069519,-82.0631027222,2016-00-16T12:00:00Z,28.0172748566,False
"CAROCOOPS CAP2, Capers Island Nearshore, SC",carocoops.cap2.buoy,NA,32.7999992371,-79.6200027466,2016-08-16T12:08:00Z,32.5237770081,False
Gordon River Inlet station,fldep.gordonriverinlet.,NA,26.0931396484,-81.7981414795,2016-42-16T10:42:00Z,-39.9929084778,False
