name,date_time,lat,lon,quality_flags,sea_water_temperature,sensor,station,bad_station
"Cherry Grove Pier, N. Myrtle Beach, SC",2014-00-01T12:00:00Z,33.8274917603,-78.6320037842,,-4.22333908081,NA,lbhmc.cherrygrove.pier,False
Tarpon Bay station,2014-00-01T12:00:00Z,26.4679069519,-82.0631027222,,31.3343544006,NA,sccf.tarponbay.wq,False
"Broad River, FL",2014-00-01T12:00:00Z,25.4759998322,-80.9899978638,,28.9997787476,NA,enp.bdvf1.met,False
"Murray Key, FL",2014-00-01T12:00:00Z,25.1040000916,-80.9420013428,,30.9623565674,NA,enp.mukf1.met,False
"Blackwater Sound, FL",2014-00-01T12:00:00Z,25.1770000458,-80.43800354,,30.6513347626,NA,enp.bwsf1.met,False
"Butternut Key, FL",2014-00-01T12:00:00Z,25.0869998932,-80.5189971924,,31.1077041626,NA,enp.bnkf1.met,False
Shell Point station,2014-00-01T12:00:00Z,26.5225639343,-82.0079879761,,31.3257026672,NA,sccf.shellpoint.wq,False
"2nd Ave North Pier, Myrtle Beach, SC",2014-00-01T12:00:00Z,33.682674408,-78.8841400146,,1.08188211918,NA,lbhmc.2ndave.pier,False
"Little Blackwater, FL",2014-00-01T12:00:00Z,25.2119998932,-80.4329986572,,30.7389621735,NA,enp.lbsf1.met,False
"Trout Cove, FL",2014-00-01T12:00:00Z,25.2089996338,-80.5329971313,,30.9680137634,NA,enp.tcvf1.met,False
"White Water -West, FL",2014-00-01T12:00:00Z,25.2299995422,-80.9390029907,,30.7855243683,NA,enp.wwef1.met,False
"Cane Patch, FL",2014-00-01T12:00:00Z,25.4200000763,-80.9430007935,,28.702501297,NA,enp.canf1.met,False
Sebastian Inlet met station,2014-00-01T12:00:00Z,27.8616676331,-80.4447250366,,0.0,NA,fit.sispnj.met,False
usf_c10_imet,2014-00-01T12:00:00Z,27.1730003357,-82.9240036011,,-999.900024414,NA,usf.c10.imet,False
Shell Point,2014-00-01T12:00:00Z,30.0580005646,-84.2900009155,,-12.5,NA,usf.shp.ngwlms,False
Bing's Landing station,2014-00-01T12:00:00Z,29.6154174805,-81.2049179077,,30.0425987244,NA,fldep.bingslanding.,False
"CAROCOOPS CAP2, Capers Island Nearshore, SC",2014-00-01T12:00:00Z,32.7999992371,-79.6200027466,,27.5992908478,NA,carocoops.cap2.buoy,False
"Johnson Key, FL",2014-00-01T12:00:00Z,25.0499992371,-80.9039993286,,30.8669395447,NA,enp.jkyf1.met,False
"Broad River Lower, FL",2014-00-01T12:00:00Z,25.4839992523,-81.111000061,,29.8923130035,NA,enp.lbrf1.met,False
"Clear Water Pass, FL ",2014-00-01T12:00:00Z,25.2950000763,-81.0130004883,,30.598443985,NA,enp.cwaf1.met,False
"Little Madeira, FL",2014-00-01T12:00:00Z,25.1739997864,-80.6320037842,,30.8133354187,NA,enp.lmdf1.met,False
"Highway Creek, FL",2014-00-01T12:00:00Z,25.2539997101,-80.4440002441,,30.9029655457,NA,enp.hcef1.met,False
"Gunboat Island, FL",2014-00-01T12:00:00Z,25.3759994507,-81.0289993286,,29.7026863098,NA,enp.gbif1.met,False
"CAROCOOPS FRP2, Fripp Nearshore, SC",2014-00-01T12:00:00Z,32.2700004578,-80.4000015259,,28.6714878082,NA,carocoops.frp2.buoy,False
"Cannon Bay, FL",2014-00-01T12:00:00Z,25.7000007629,-81.1859970093,,31.6211223602,NA,enp.cnbf1.met,False
"Apache Pier, Myrtle Beach, SC",2014-00-01T12:00:00Z,33.7615203857,-78.779876709,,-50.1192932129,NA,lbhmc.apachepier.pier,False
Tolomato River station,2014-00-01T12:00:00Z,29.9947223663,-81.3295593262,,29.793636322,NA,fldep.tolomatoriver.,False
"Whipray Basin, FL",2014-00-01T12:00:00Z,25.0769996643,-80.7279968262,,31.2291049957,NA,enp.wrbf1.met,False
"Garfield Bight, FL",2014-00-01T12:00:00Z,25.1700000763,-80.7969970703,,32.7623062134,NA,enp.gbtf1.met,False
"Lane River, FL ",2014-00-01T12:00:00Z,25.2840003967,-80.8939971924,,30.972984314,NA,enp.lrif1.met,False
St Lucie Inlet station,2014-00-01T12:00:00Z,27.1652774811,-80.1627807617,,27.8055152893,NA,fldep.stlucieinlet.,False
"Duck Key, FL",2014-00-01T12:00:00Z,25.1800003052,-80.4899978638,,30.6771850586,NA,enp.dkkf1.met,False
Fort Myers station,2014-00-01T12:00:00Z,26.6493396759,-81.8809661865,,31.2541999817,NA,sccf.fortmyers.wq,False
"Willy Willy, FL",2014-00-01T12:00:00Z,25.6189994812,-81.0439987183,,30.223285675,NA,enp.wiwf1.met,False
"CAROCOOPS SUN2, Sunset Nearshore, NC",2014-00-01T12:00:00Z,33.8300018311,-78.4800033569,,27.8870220184,NA,carocoops.sun2.buoy,False
"Bob Allen, FL",2014-00-01T12:00:00Z,25.0240001678,-80.6819992065,,31.1112632751,NA,enp.bobf1.met,False
