name,date_time,lat,lon,quality_flags,sea_water_temperature,sensor,station,bad_station
"Mckay Bay Entrance, FL",2016-03-19T12:00:00Z,27.9133,-82.425,0;0;0,25.3,E1,8726667,False
"Clearwater Beach, FL",2016-03-19T12:00:00Z,27.9783,-82.8317,0;0;0,23.1,E1,8726724,False
"Cedar Key, FL",2016-03-19T12:00:00Z,29.135,-83.0317,0;0;0,23.0,E1,8727520,False
"Apalachicola, FL",2016-03-19T12:00:00Z,29.7267,-84.9817,0;0;0,20.7,E1,8728690,False
"Panama City, FL",2016-03-19T12:00:00Z,30.1523,-85.6669,0;0;0,20.7,E1,8729108,False
"Panama City Beach, FL",2016-03-19T12:00:00Z,30.2133,-85.8783,0;0;0,19.8,E1,8729210,False
"Pensacola, FL",2016-03-19T12:00:00Z,30.4044,-87.2112,0;0;0,17.8,E1,8729840,False
Tolomato River station,2016-00-19T12:00:00Z,29.9947223663,-81.3295593262,,20.3249340057,NA,fldep.tolomatoriver.,False
Fort Myers station,2016-00-19T12:00:00Z,26.6493396759,-81.8809661865,,23.2161598206,NA,sccf.fortmyers.wq,False
"Broad River Lower, FL",2016-00-19T12:00:00Z,25.4839992523,-81.111000061,,24.321472168,NA,enp.lbrf1.met,False
"Clear Water Pass, FL ",2016-00-19T12:00:00Z,25.2950000763,-81.0130004883,,24.1587600708,NA,enp.cwaf1.met,False
Gulf of Mexico station,2016-00-19T12:00:00Z,26.4430294037,-81.9711914062,,23.549407959,NA,sccf.gulfofmexico.wq,False
Redfish Pass station,2016-00-19T12:00:00Z,26.5615692139,-82.1754379272,,22.7178592682,NA,sccf.redfishpass.wq,False
"Taylor River, FL",2016-00-19T12:00:00Z,25.2229995728,-80.6529998779,,25.2273616791,NA,enp.trrf1.met,False
"Little Madeira, FL",2016-00-19T12:00:00Z,25.1739997864,-80.6320037842,,24.331319809,NA,enp.lmdf1.met,False
"Little Rabbit Key, FL",2016-00-19T12:00:00Z,24.9790000916,-80.8259963989,,23.7236022949,NA,enp.lrkf1.met,False
"Peterson Key, FL",2016-00-19T12:00:00Z,24.9169998169,-80.7460021973,,24.4105567932,NA,enp.pkyf1.met,False
"Highway Creek, FL",2016-00-19T12:00:00Z,25.2539997101,-80.4440002441,,24.0275726318,NA,enp.hcef1.met,False
"Gunboat Island, FL",2016-00-19T12:00:00Z,25.3759994507,-81.0289993286,,24.2636108398,NA,enp.gbif1.met,False
"CORMP ILM2, Wrightsville Beach Nearshore, NC",2016-53-19T11:53:00Z,34.1333007812,-77.7166976929,,15.3996582031,NA,cormp.ilm2.buoy,False
Tarpon Bay station,2016-00-19T12:00:00Z,26.4679069519,-82.0631027222,,23.050693512,NA,sccf.tarponbay.wq,False
"CAROCOOPS FRP2, Fripp Nearshore, SC",2016-00-19T12:00:00Z,32.2700004578,-80.4000015259,,17.0332221985,NA,carocoops.frp2.buoy,False
"Cannon Bay, FL",2016-00-19T12:00:00Z,25.7000007629,-81.1859970093,,24.612985611,NA,enp.cnbf1.met,False
"Murray Key, FL",2016-00-19T12:00:00Z,25.1040000916,-80.9420013428,,23.6022911072,NA,enp.mukf1.met,False
"Blackwater Sound, FL",2016-00-19T12:00:00Z,25.1770000458,-80.43800354,,24.369852066,NA,enp.bwsf1.met,False
"Butternut Key, FL",2016-00-19T12:00:00Z,25.0869998932,-80.5189971924,,24.1078453064,NA,enp.bnkf1.met,False
"Willy Willy, FL",2016-00-19T12:00:00Z,25.6189994812,-81.0439987183,,23.1101379395,NA,enp.wiwf1.met,False
Vero Beach station,2016-06-19T10:06:00Z,27.6320552826,-80.3712234497,,21.6400699615,NA,fldep.verobeach.,False
Shell Point station,2016-00-19T12:00:00Z,26.5225639343,-82.0079879761,,23.522277832,NA,sccf.shellpoint.wq,False
"Whipray Basin, FL",2016-00-19T12:00:00Z,25.0769996643,-80.7279968262,,24.1597080231,NA,enp.wrbf1.met,False
"Garfield Bight, FL",2016-00-19T12:00:00Z,25.1700000763,-80.7969970703,,24.0329189301,NA,enp.gbtf1.met,False
"Little Blackwater, FL",2016-00-19T12:00:00Z,25.2119998932,-80.4329986572,,24.126543045,NA,enp.lbsf1.met,False
"Lane River, FL ",2016-00-19T12:00:00Z,25.2840003967,-80.8939971924,,24.5320129395,NA,enp.lrif1.met,False
"Trout Cove, FL",2016-00-19T12:00:00Z,25.2089996338,-80.5329971313,,24.0504455566,NA,enp.tcvf1.met,False
St Lucie Inlet station,2016-00-19T12:00:00Z,27.1652774811,-80.1627807617,,22.044084549,NA,fldep.stlucieinlet.,False
"White Water -West, FL",2016-00-19T12:00:00Z,25.2299995422,-80.9390029907,,24.4687137604,NA,enp.wwef1.met,False
"Duck Key, FL",2016-00-19T12:00:00Z,25.1800003052,-80.4899978638,,23.825548172,NA,enp.dkkf1.met,False
"Broad River, FL",2016-00-19T12:00:00Z,25.4759998322,-80.9899978638,,23.8465270996,NA,enp.bdvf1.met,False
Melbourne station,2016-54-19T05:54:00Z,28.0836753845,-80.5919723511,,4.67921066284,NA,fldep.melbourne.,False
"Cane Patch, FL",2016-00-19T12:00:00Z,25.4200000763,-80.9430007935,,23.4791164398,NA,enp.canf1.met,False
usf_c10_imet,2016-35-19T11:35:00Z,27.1730003357,-82.9240036011,,-405.263000488,NA,usf.c10.imet,False
"CAROCOOPS SUN2, Sunset Nearshore, NC",2016-08-19T12:08:00Z,33.8300018311,-78.4800033569,,5.21673345566,NA,carocoops.sun2.buoy,False
Bing's Landing station,2016-00-19T12:00:00Z,29.6154174805,-81.2049179077,,21.3205814362,NA,fldep.bingslanding.,False
"Bob Allen, FL",2016-00-19T12:00:00Z,25.0240001678,-80.6819992065,,24.3941669464,NA,enp.bobf1.met,False
"CAROCOOPS CAP2, Capers Island Nearshore, SC",2016-08-19T12:08:00Z,32.7999992371,-79.6200027466,,9.82902908325,NA,carocoops.cap2.buoy,False
Gordon River Inlet station,2016-54-19T05:54:00Z,26.0931396484,-81.7981414795,,4.67921066284,NA,fldep.gordonriverinlet.,False
"Johnson Key, FL",2016-00-19T12:00:00Z,25.0499992371,-80.9039993286,,23.9172801971,NA,enp.jkyf1.met,False
