name,date_time,lat,lon,quality_flags,sea_water_temperature,sensor,station,bad_station
"Taylor River, FL",2016-00-09T12:00:00Z,25.2229995728,-80.6529998779,,26.7047920227,NA,enp.trrf1.met,False
"Little Madeira, FL",2016-00-09T12:00:00Z,25.1739997864,-80.6320037842,,25.8513202667,NA,enp.lmdf1.met,False
"Little Rabbit Key, FL",2016-00-09T12:00:00Z,24.9790000916,-80.8259963989,,25.731136322,NA,enp.lrkf1.met,False
"Peterson Key, FL",2016-00-09T12:00:00Z,24.9169998169,-80.7460021973,,25.2383327484,NA,enp.pkyf1.met,False
"Highway Creek, FL",2016-00-09T12:00:00Z,25.2539997101,-80.4440002441,,25.7873058319,NA,enp.hcef1.met,False
"CORMP ILM2, Wrightsville Beach Nearshore, NC",2016-53-09T11:53:00Z,34.1333007812,-77.7166976929,,16.9669399261,NA,cormp.ilm2.buoy,False
Tarpon Bay station,2016-00-09T12:00:00Z,26.4679069519,-82.0631027222,,24.2581253052,NA,sccf.tarponbay.wq,False
"Gunboat Island, FL",2016-00-09T12:00:00Z,25.3759994507,-81.0289993286,,25.2188892365,NA,enp.gbif1.met,False
"Cannon Bay, FL",2016-00-09T12:00:00Z,25.7000007629,-81.1859970093,,26.6104164124,NA,enp.cnbf1.met,False
"Murray Key, FL",2016-00-09T12:00:00Z,25.1040000916,-80.9420013428,,25.1698608398,NA,enp.mukf1.met,False
"Blackwater Sound, FL",2016-00-09T12:00:00Z,25.1770000458,-80.43800354,,25.6542549133,NA,enp.bwsf1.met,False
"Butternut Key, FL",2016-00-09T12:00:00Z,25.0869998932,-80.5189971924,,25.1302776337,NA,enp.bnkf1.met,False
"Willy Willy, FL",2016-00-09T12:00:00Z,25.6189994812,-81.0439987183,,24.9179859161,NA,enp.wiwf1.met,False
Vero Beach station,2016-36-09T03:36:00Z,27.6320552826,-80.3712234497,,5.31768608093,NA,fldep.verobeach.,False
Shell Point station,2016-00-09T12:00:00Z,26.5225639343,-82.0079879761,,24.4712409973,NA,sccf.shellpoint.wq,False
"Whipray Basin, FL",2016-00-09T12:00:00Z,25.0769996643,-80.7279968262,,25.9498596191,NA,enp.wrbf1.met,False
"Garfield Bight, FL",2016-00-09T12:00:00Z,25.1700000763,-80.7969970703,,26.2297134399,NA,enp.gbtf1.met,False
"Little Blackwater, FL",2016-00-09T12:00:00Z,25.2119998932,-80.4329986572,,25.744468689,NA,enp.lbsf1.met,False
"Lane River, FL ",2016-00-09T12:00:00Z,25.2840003967,-80.8939971924,,26.1053466797,NA,enp.lrif1.met,False
"Trout Cove, FL",2016-00-09T12:00:00Z,25.2089996338,-80.5329971313,,26.0925178528,NA,enp.tcvf1.met,False
St Lucie Inlet station,2016-00-09T12:00:00Z,27.1652774811,-80.1627807617,,-76.6574401855,NA,fldep.stlucieinlet.,False
"White Water -West, FL",2016-00-09T12:00:00Z,25.2299995422,-80.9390029907,,25.6629695892,NA,enp.wwef1.met,False
"Duck Key, FL",2016-00-09T12:00:00Z,25.1800003052,-80.4899978638,,25.1841850281,NA,enp.dkkf1.met,False
"Broad River, FL",2016-00-09T12:00:00Z,25.4759998322,-80.9899978638,,25.736946106,NA,enp.bdvf1.met,False
Melbourne station,2016-00-09T04:00:00Z,28.0836753845,-80.5919723511,,10.1435041428,NA,fldep.melbourne.,False
"Cane Patch, FL",2016-00-09T12:00:00Z,25.4200000763,-80.9430007935,,24.8017024994,NA,enp.canf1.met,False
usf_c10_imet,2016-35-09T11:35:00Z,27.1730003357,-82.9240036011,,-379.576721191,NA,usf.c10.imet,False
"CAROCOOPS SUN2, Sunset Nearshore, NC",2016-08-09T12:08:00Z,33.8300018311,-78.4800033569,,9.77105522156,NA,carocoops.sun2.buoy,False
Bing's Landing station,2016-54-09T11:54:00Z,29.6154174805,-81.2049179077,,-8.802775383,NA,fldep.bingslanding.,False
"Bob Allen, FL",2016-00-09T12:00:00Z,25.0240001678,-80.6819992065,,25.4758338928,NA,enp.bobf1.met,False
"CAROCOOPS CAP2, Capers Island Nearshore, SC",2016-08-09T12:08:00Z,32.7999992371,-79.6200027466,,17.834821701,NA,carocoops.cap2.buoy,False
Binney Dock station,2016-00-09T12:00:00Z,27.467546463,-80.3008499146,,-475.793518066,NA,fldep.binneydock.,False
Gordon River Inlet station,2016-00-09T04:00:00Z,26.0931396484,-81.7981414795,,9.27697277069,NA,fldep.gordonriverinlet.,False
"Johnson Key, FL",2016-00-09T12:00:00Z,25.0499992371,-80.9039993286,,25.7470226288,NA,enp.jkyf1.met,False
