name,date_time,datum,height,lat,lon,quality_flags,sensor,sigma,station,water_surface_height_above_reference_datum,bad_station
"Old Port Tampa, FL",2016-03-19T12:00:00Z,MLLW,8.621,27.8578,-82.5519,0;0;0;0,A1,0.002,8726607,0.096,True
"Mckay Bay Entrance, FL",2016-03-19T12:00:00Z,MLLW,0.081,27.9139,-82.4244,0;0;0;0,A1,0.003,8726667,0.104,False
"Clearwater Beach, FL",2016-03-19T12:00:00Z,MLLW,0.528,27.9781,-82.8317,1;0;0;0,A1,0.036,8726724,0.574,False
"Cedar Key, FL",2016-03-19T12:00:00Z,MLLW,0.55,29.1339,-83.0308,1;0;0;0,A1,0.001,8727520,0.314,False
"Apalachicola, FL",2016-03-19T12:00:00Z,MLLW,1.307,29.7244,-84.9806,0;0;0;0,A1,0.001,8728690,0.155,False
"Panama City, FL",2016-03-19T12:00:00Z,MLLW,1.019,30.1522,-85.6669,1;0;0;0,A1,0.003,8729108,0.18,True
"Panama City Beach, FL",2016-03-19T12:00:00Z,MLLW,8.236,30.2139,-85.8786,1;0;0;0,A1,0.042,8729210,0.49,True
"Pensacola, FL",2016-03-19T12:00:00Z,MLLW,2.569,30.4044,-87.2111,0;0;0;0,A1,0.006,8729840,0.244,False
Tolomato River station,2016-00-19T12:00:00Z,,,29.9947223663,-81.3295593262,,NA,,fldep.tolomatoriver.,-0.194647312164,False
Melbourne station,2016-54-19T05:54:00Z,,,28.0836753845,-80.5919723511,,NA,,fldep.melbourne.,-0.588236868382,False
Vero Beach station,2016-06-19T10:06:00Z,,,27.6320552826,-80.3712234497,,NA,,fldep.verobeach.,-0.349950700998,False
Red Bay Point station,2016-00-22T05:00:00Z,,,29.9821109772,-81.6338043213,,NA,,fldep.redbaypoint.,0.00850000046194,False
Bing's Landing station,2016-00-19T12:00:00Z,,,29.6154174805,-81.2049179077,,NA,,fldep.bingslanding.,-0.117189280689,False
Naples Bay station,2016-00-19T12:00:00Z,,,26.1417789459,-81.7900543213,,NA,,fldep.naplesbay.,-0.147453576326,False
St Lucie Inlet station,2016-00-19T12:00:00Z,,,27.1652774811,-80.1627807617,,NA,,fldep.stlucieinlet.,-0.356957882643,False
Binney Dock station,2016-00-19T12:00:00Z,,,27.467546463,-80.3008499146,,NA,,fldep.binneydock.,-0.350196957588,False
Gordon River Inlet station,2016-54-19T05:54:00Z,,,26.0931396484,-81.7981414795,,NA,,fldep.gordonriverinlet.,-0.588236868382,False
Ponce De Leon South station,2016-00-19T12:00:00Z,,,29.0634727478,-80.9160842896,,NA,,fldep.poncedeleonsouth.,-0.267395824194,False
