name,date_time,datum,height,lat,lon,quality_flags,sensor,sigma,station,water_surface_height_above_reference_datum,bad_station
"Old Port Tampa, FL",2016-02-20T12:00:00Z,MLLW,8.621,27.8578,-82.5519,0;0;0;0,A1,0.004,8726607,-0.041,True
"Mckay Bay Entrance, FL",2016-02-20T12:00:00Z,MLLW,0.081,27.9136,-82.4244,0;0;0;0,A1,0.016,8726667,-0.024,False
"Clearwater Beach, FL",2016-02-20T12:00:00Z,MLLW,0.528,27.9781,-82.8317,0;0;0;0,A1,0.026,8726724,0.244,False
"Cedar Key, FL",2016-02-20T12:00:00Z,MLLW,0.55,29.1339,-83.0308,0;0;0;0,A1,0.001,8727520,-0.113,False
"Apalachicola, FL",2016-02-20T12:00:00Z,MLLW,1.307,29.7244,-84.9806,1;0;0;0,A1,0.001,8728690,0.089,False
"Panama City, FL",2016-02-20T12:00:00Z,MLLW,1.019,30.1522,-85.6669,1;0;0;0,A1,0.003,8729108,0.001,False
"Panama City Beach, FL",2016-02-20T12:00:00Z,MLLW,8.236,30.2139,-85.8786,1;0;0;0,A1,0.04,8729210,0.008,True
"Pensacola, FL",2016-02-20T12:00:00Z,MLLW,2.569,30.4044,-87.2111,1;0;0;0,A1,0.001,8729840,0.076,False
Tolomato River station,2016-00-20T12:00:00Z,,,29.9947223663,-81.3295593262,,NA,,fldep.tolomatoriver.,-0.294513016939,False
Bing's Landing station,2016-00-20T12:00:00Z,,,29.6154174805,-81.2049179077,,NA,,fldep.bingslanding.,-0.177700996399,False
Naples Bay station,2016-00-20T12:00:00Z,,,26.1417789459,-81.7900543213,,NA,,fldep.naplesbay.,-0.06908865273,False
St Lucie Inlet station,2016-00-20T12:00:00Z,,,27.1652774811,-80.1627807617,,NA,,fldep.stlucieinlet.,-0.362469762564,False
Binney Dock station,2016-00-20T12:00:00Z,,,27.467546463,-80.3008499146,,NA,,fldep.binneydock.,-0.366004228592,False
Ponce De Leon South station,2016-00-20T12:00:00Z,,,29.0634727478,-80.9160842896,,NA,,fldep.poncedeleonsouth.,-0.368755221367,False
