date_time,8652587,8658163,8722670
2014-07-01 00:00:00,-0.459879606962204,-0.40880149602890015,-0.36171966791152954
2014-07-01 00:06:00,-0.4603613018989563,-0.40879473090171814,-0.3612439036369324
2014-07-01 00:12:00,-0.460843026638031,-0.40878793597221375,-0.3607681691646576
2014-07-01 00:18:00,-0.4613247215747833,-0.40878117084503174,-0.3602924048900604
2014-07-01 00:24:00,-0.46180644631385803,-0.40877440571784973,-0.35981667041778564
2014-07-01 00:30:00,-0.46228814125061035,-0.40876761078834534,-0.3593409061431885
2014-07-01 00:36:00,-0.46276983618736267,-0.40876084566116333,-0.3588651716709137
2014-07-01 00:42:00,-0.4632515609264374,-0.40875405073165894,-0.35838940739631653
2014-07-01 00:48:00,-0.4637332558631897,-0.40874728560447693,-0.35791367292404175
2014-07-01 00:54:00,-0.464214950799942,-0.4087405204772949,-0.3574379086494446
2014-07-01 01:00:00,-0.4646966755390167,-0.4087337255477905,-0.3569621443748474
2014-07-01 01:06:00,-0.46517837047576904,-0.4087269604206085,-0.35648640990257263
2014-07-01 01:12:00,-0.46566009521484375,-0.4087201952934265,-0.35601064562797546
2014-07-01 01:18:00,-0.46614179015159607,-0.4087134003639221,-0.3555349111557007
2014-07-01 01:24:00,-0.4666234850883484,-0.4087066352367401,-0.3550591468811035
2014-07-01 01:30:00,-0.4671052098274231,-0.4086998701095581,-0.35458341240882874
2014-07-01 01:36:00,-0.4675869047641754,-0.4086930751800537,-0.35410764813423157
2014-07-01 01:42:00,-0.46806859970092773,-0.4086863100528717,-0.3536319136619568
2014-07-01 01:48:00,-0.46855032444000244,-0.4086795151233673,-0.3531561493873596
2014-07-01 01:54:00,-0.46903201937675476,-0.4086727499961853,-0.35268041491508484
2014-07-01 02:00:00,-0.46951374411582947,-0.4086659848690033,-0.35220465064048767
2014-07-01 02:06:00,-0.4699954390525818,-0.4086591899394989,-0.3517288863658905
2014-07-01 02:12:00,-0.4704771339893341,-0.4086524248123169,-0.3512531518936157
2014-07-01 02:18:00,-0.4709588587284088,-0.4086456596851349,-0.35077738761901855
2014-07-01 02:24:00,-0.47144055366516113,-0.4086388647556305,-0.3503016531467438
2014-07-01 02:30:00,-0.47192224860191345,-0.4086320996284485,-0.3498258888721466
2014-07-01 02:36:00,-0.47240397334098816,-0.4086253345012665,-0.3493501543998718
2014-07-01 02:42:00,-0.4728856682777405,-0.4086185395717621,-0.34887439012527466
2014-07-01 02:48:00,-0.4733673930168152,-0.4086117744445801,-0.3483986556529999
2014-07-01 02:54:00,-0.4738490879535675,-0.4086049795150757,-0.3479228913784027
2014-07-01 03:00:00,-0.4743307828903198,-0.4085982143878937,-0.34744712710380554
2014-07-01 03:06:00,-0.47481250762939453,-0.40859144926071167,-0.34697139263153076
2014-07-01 03:12:00,-0.47529420256614685,-0.4085846543312073,-0.3464956283569336
2014-07-01 03:18:00,-0.47577592730522156,-0.40857788920402527,-0.3460198938846588
2014-07-01 03:24:00,-0.4762576222419739,-0.40857112407684326,-0.34554412961006165
2014-07-01 03:30:00,-0.4767393171787262,-0.40856432914733887,-0.34506839513778687
2014-07-01 03:36:00,-0.4772210419178009,-0.40855756402015686,-0.3445926308631897
2014-07-01 03:42:00,-0.4777027368545532,-0.40855079889297485,-0.3441168963909149
2014-07-01 03:48:00,-0.47818443179130554,-0.40854400396347046,-0.34364113211631775
2014-07-01 03:54:00,-0.47866615653038025,-0.40853723883628845,-0.3431653678417206
2014-07-01 04:00:00,-0.47914785146713257,-0.40853047370910645,-0.3426896333694458
2014-07-01 04:06:00,-0.4796295762062073,-0.40852367877960205,-0.34221386909484863
2014-07-01 04:12:00,-0.4801112711429596,-0.40851691365242004,-0.34173813462257385
2014-07-01 04:18:00,-0.4805929660797119,-0.40851011872291565,-0.3412623703479767
2014-07-01 04:24:00,-0.4810746908187866,-0.40850335359573364,-0.3407866358757019
2014-07-01 04:30:00,-0.48155638575553894,-0.40849658846855164,-0.34031087160110474
2014-07-01 04:36:00,-0.48203808069229126,-0.40848979353904724,-0.33983513712882996
2014-07-01 04:42:00,-0.48251980543136597,-0.40848302841186523,-0.3393593728542328
2014-07-01 04:48:00,-0.4830015003681183,-0.4084762632846832,-0.338883638381958
2014-07-01 04:54:00,-0.483483225107193,-0.40846946835517883,-0.33840787410736084
2014-07-01 05:00:00,-0.4839649200439453,-0.4084627032279968,-0.33793210983276367
2014-07-01 05:06:00,-0.48444661498069763,-0.4084559381008148,-0.3374563753604889
2014-07-01 05:12:00,-0.48492833971977234,-0.4084491431713104,-0.3369806110858917
2014-07-01 05:18:00,-0.48541003465652466,-0.4084423780441284,-0.33650487661361694
2014-07-01 05:24:00,-0.485891729593277,-0.408435583114624,-0.3360291123390198
2014-07-01 05:30:00,-0.4863734543323517,-0.408428817987442,-0.335553377866745
2014-07-01 05:36:00,-0.486855149269104,-0.40842205286026,-0.3350776135921478
2014-07-01 05:42:00,-0.4873368740081787,-0.4084152579307556,-0.33460187911987305
2014-07-01 05:48:00,-0.48781856894493103,-0.4084084928035736,-0.3341261148452759
2014-07-01 05:54:00,-0.48830026388168335,-0.4084017276763916,-0.3336503505706787
2014-07-01 06:00:00,-0.48878198862075806,-0.4083949327468872,-0.33317461609840393
2014-07-01 06:06:00,-0.4892636835575104,-0.4083881676197052,-0.33269885182380676
2014-07-01 06:12:00,-0.4897454082965851,-0.4083814024925232,-0.332223117351532
2014-07-01 06:18:00,-0.4902271032333374,-0.4083746075630188,-0.3317473530769348
2014-07-01 06:24:00,-0.4907087981700897,-0.4083678424358368,-0.33127161860466003
