date_time,8651370,8652587,8658163,8661070,8662245,8720030,8720218,8721604,8722670,8723214,8723970,8724580,8725110,8726384,8727520,8728690
2014-07-01 00:00:00,0.1945938414564498,0.2102916941659075,0.3324176209844758,0.33662640310150105,0.3156307835481599,0.24237251921436354,0.2541077439469066,0.25919570232322087,0.0849777256477341,-0.016635081137380874,-0.16016060337619337,-0.14848217037760728,-0.466985606117343,-0.3134156710352279,-0.16968632918549204,0.09969495856939477
2014-07-01 00:06:00,0.21687385073347987,0.2289014653131323,0.3574262041667391,0.3642039193373321,0.34036897252498066,0.2807665878062488,0.28901358802746413,0.28006509850295186,0.1028014030471385,0.00014661085891622475,-0.1507161988564526,-0.1401443262035362,-0.4720951354225652,-0.32436289040855865,-0.1873230619229135,0.08965353205653159
2014-07-01 00:12:00,0.23915386001050992,0.24751123646035708,0.3824347873490024,0.3917814355731632,0.36510716150180145,0.31916065639813407,0.3239194321080216,0.3009344946826828,0.12062508044654288,0.016928302855213323,-0.14127179433671186,-0.13180648202946513,-0.47720466472778744,-0.3353101097818894,-0.20495979466033498,0.0796121055436684
2014-07-01 00:18:00,0.26143386928754,0.2661210076075819,0.40744337053126567,0.41935895180899424,0.38984535047862223,0.3575547249900194,0.3588252761885791,0.3218038908624138,0.1384487578459473,0.03370999485151042,-0.1318273898169711,-0.12346863785539404,-0.4823141940330096,-0.3462573291552202,-0.22259652739775648,0.06957067903080523
2014-07-01 00:24:00,0.28371387856457,0.2847307787548067,0.4324519537135289,0.44693646804482534,0.414583539455443,0.3959487935819046,0.3937311202691366,0.3426732870421448,0.15627243524535167,0.05049168684780752,-0.12238298529723035,-0.11513079368132297,-0.4874237233382318,-0.35720454852855094,-0.24023326013517793,0.059529252517942055
2014-07-01 00:30:00,0.3059938878416001,0.30334054990203146,0.4574605368957922,0.4745139842806564,0.4393217284322638,0.4343428621737899,0.4286369643496941,0.3635426832218758,0.17409611264475605,0.06727337884410461,-0.11293858077748958,-0.10679294950725188,-0.49253325264345404,-0.3681517679018817,-0.25786999287259943,0.04948782600507888
2014-07-01 00:36:00,0.3282738971186301,0.32195032104925625,0.4824691200780555,0.5020915005164874,0.4640599174090846,0.4727369307656752,0.46354280843025164,0.3844120794016067,0.19191979004416046,0.0840550708404017,-0.10349417625774883,-0.0984551053331808,-0.4976427819486762,-0.37909898727521246,-0.2755067256100209,0.0394463994922157
2014-07-01 00:42:00,0.3505539063956602,0.34056009219648103,0.5074777032603188,0.5296690167523186,0.4887981063859054,0.5111309993575605,0.4984486525108091,0.4052814755813377,0.20974346744356487,0.10083676283669882,-0.09404977173800808,-0.09011726115910973,-0.5027523112538984,-0.3900462066485432,-0.2931434583474424,0.029404972979352517
2014-07-01 00:48:00,0.3728339156726902,0.3591698633437058,0.532486286442582,0.5572465329881496,0.5135362953627262,0.5495250679494457,0.5333544965913666,0.4261508717610687,0.22756714484296925,0.1176184548329959,-0.08460536721826732,-0.08177941698503866,-0.5078618405591206,-0.400993426021874,-0.3107801910848639,0.019363546466489343
