name,date_time,lat,lon,quality_flags,sea_water_temperature,sensor,station,bad_station
"Lake Worth Pier, FL",2015-11-28T12:00:00Z,26.6117,-80.0333,0;0;0,25.6,E1,8722670,False
"Virginia Key, FL",2015-11-28T12:00:00Z,25.7314,-80.1618,0;0;0,23.4,E1,8723214,False
"Vaca Key, FL",2015-11-28T12:00:00Z,24.7117,-81.105,0;0;0,23.4,E1,8723970,False
"Key West, FL",2015-11-28T12:00:00Z,24.5557,-81.8079,0;0;0,23.9,E1,8724580,False
"Naples, FL",2015-11-28T12:00:00Z,26.1317,-81.8075,0;0;0,22.8,E1,8725110,False
"Fort Myers, FL",2015-11-28T12:00:00Z,26.6477,-81.8712,0;0;0,22.5,E1,8725520,False
"Port Manatee, FL",2015-11-28T12:00:00Z,27.6387,-82.5621,0;0;0,21.2,E1,8726384,False
"St Petersburg, FL",2015-11-28T12:00:00Z,27.7606,-82.6269,0;0;0,23.1,E1,8726520,False
"Old Port Tampa, FL",2015-11-28T12:00:00Z,27.8578,-82.5527,0;0;0,21.4,E1,8726607,False
"Mckay Bay Entrance, FL",2015-11-28T12:00:00Z,27.9133,-82.425,0;0;0,21.9,E1,8726667,False
"Clearwater Beach, FL",2015-11-28T12:00:00Z,27.9783,-82.8317,0;0;0,20.4,E1,8726724,False
"Cedar Key, FL",2015-11-28T12:00:00Z,29.135,-83.0317,0;0;0,18.9,E1,8727520,False
"Apalachicola, FL",2015-11-28T12:00:00Z,29.7267,-84.9817,0;0;0,17.5,E1,8728690,False
"Panama City, FL",2015-11-28T12:00:00Z,30.1523,-85.6669,0;0;0,19.6,E1,8729108,False
"Panama City Beach, FL",2015-11-28T12:00:00Z,30.2133,-85.8783,0;0;0,20.6,E1,8729210,False
"Pensacola, FL",2015-11-28T12:00:00Z,30.4044,-87.2112,0;0;0,16.6,E1,8729840,False
Tolomato River station,2015-00-01T19:00:00Z,29.9947223663,-81.3295593262,,21.3486804962,NA,fldep.tolomatoriver.,False
Fort Myers station,2015-00-01T20:00:00Z,26.6493396759,-81.8809661865,,23.3809814453,NA,sccf.fortmyers.wq,False
"Broad River Lower, FL",2015-00-01T17:00:00Z,25.4839992523,-81.111000061,,25.1678943634,NA,enp.lbrf1.met,False
"Clear Water Pass, FL ",2015-00-01T17:00:00Z,25.2950000763,-81.0130004883,,25.0447559357,NA,enp.cwaf1.met,False
Gulf of Mexico station,2015-00-01T20:00:00Z,26.4430294037,-81.9711914062,,23.564743042,NA,sccf.gulfofmexico.wq,False
Redfish Pass station,2015-00-01T20:00:00Z,26.5615692139,-82.1754379272,,24.0558357239,NA,sccf.redfishpass.wq,False
"Taylor River, FL",2015-00-01T17:00:00Z,25.2229995728,-80.6529998779,,25.8959636688,NA,enp.trrf1.met,False
"Little Madeira, FL",2015-00-01T17:00:00Z,25.1739997864,-80.6320037842,,25.7081985474,NA,enp.lmdf1.met,False
"Little Rabbit Key, FL",2015-00-01T17:00:00Z,24.9790000916,-80.8259963989,,25.7363948822,NA,enp.lrkf1.met,False
"Peterson Key, FL",2015-00-01T17:00:00Z,24.9169998169,-80.7460021973,,25.5088539124,NA,enp.pkyf1.met,False
"Highway Creek, FL",2015-00-01T17:00:00Z,25.2539997101,-80.4440002441,,26.8385238647,NA,enp.hcef1.met,False
"CAROCOOPS FRP2, Fripp Nearshore, SC",2015-00-01T14:00:00Z,32.2700004578,-80.4000015259,,17.6182613373,NA,carocoops.frp2.buoy,False
"CORMP ILM2, Wrightsville Beach Nearshore, NC",2015-08-01T16:08:00Z,34.1333007812,-77.7166976929,,17.6573047638,NA,cormp.ilm2.buoy,False
"Murray Key, FL",2015-00-01T17:00:00Z,25.1040000916,-80.9420013428,,25.8003501892,NA,enp.mukf1.met,False
"Gunboat Island, FL",2015-00-01T17:00:00Z,25.3759994507,-81.0289993286,,24.2895069122,NA,enp.gbif1.met,False
"Cannon Bay, FL",2015-00-01T17:00:00Z,25.7000007629,-81.1859970093,,25.4977054596,NA,enp.cnbf1.met,False
"Blackwater Sound, FL",2015-00-01T17:00:00Z,25.1770000458,-80.43800354,,25.5362300873,NA,enp.bwsf1.met,False
"Butternut Key, FL",2015-00-01T17:00:00Z,25.0869998932,-80.5189971924,,25.142786026,NA,enp.bnkf1.met,False
Shell Point station,2015-00-01T20:00:00Z,26.5225639343,-82.0079879761,,24.0852375031,NA,sccf.shellpoint.wq,False
"Whipray Basin, FL",2015-00-01T18:00:00Z,25.0769996643,-80.7279968262,,26.1945438385,NA,enp.wrbf1.met,False
"Garfield Bight, FL",2015-00-01T17:00:00Z,25.1700000763,-80.7969970703,,26.8014755249,NA,enp.gbtf1.met,False
"Little Blackwater, FL",2015-00-01T17:00:00Z,25.2119998932,-80.4329986572,,25.5204944611,NA,enp.lbsf1.met,False
"Lane River, FL ",2015-00-01T17:00:00Z,25.2840003967,-80.8939971924,,25.6957416534,NA,enp.lrif1.met,False
"Trout Cove, FL",2015-00-01T17:00:00Z,25.2089996338,-80.5329971313,,26.0821304321,NA,enp.tcvf1.met,False
St Lucie Inlet station,2015-00-01T19:00:00Z,27.1652774811,-80.1627807617,,24.5655002594,NA,fldep.stlucieinlet.,False
"White Water -West, FL",2015-00-01T17:00:00Z,25.2299995422,-80.9390029907,,25.479341507,NA,enp.wwef1.met,False
"Duck Key, FL",2015-00-01T17:00:00Z,25.1800003052,-80.4899978638,,25.4842643738,NA,enp.dkkf1.met,False
"CORMP ILM3, Wrightsville Beach Offshore, NC",2015-08-01T16:08:00Z,33.9878005981,-77.3635025024,,21.5897045135,NA,cormp.ilm3.buoy,False
"Broad River, FL",2015-00-01T17:00:00Z,25.4759998322,-80.9899978638,,25.0257339478,NA,enp.bdvf1.met,False
"Willy Willy, FL",2015-00-01T17:00:00Z,25.6189994812,-81.0439987183,,24.8678684235,NA,enp.wiwf1.met,False
"Cane Patch, FL",2015-00-01T17:00:00Z,25.4200000763,-80.9430007935,,24.3496742249,NA,enp.canf1.met,False
usf_c10_imet,2015-35-01T20:35:00Z,27.1730003357,-82.9240036011,,-257.086181641,NA,usf.c10.imet,False
"CAROCOOPS SUN2, Sunset Nearshore, NC",2015-08-01T13:08:00Z,33.8300018311,-78.4800033569,,17.7212696075,NA,carocoops.sun2.buoy,False
Bing's Landing station,2015-00-01T19:00:00Z,29.6154174805,-81.2049179077,,22.3739757538,NA,fldep.bingslanding.,False
"Bob Allen, FL",2015-00-01T17:00:00Z,25.0240001678,-80.6819992065,,25.9000015259,NA,enp.bobf1.met,False
"CAROCOOPS CAP2, Capers Island Nearshore, SC",2015-08-01T13:08:00Z,32.7999992371,-79.6200027466,,17.544506073,NA,carocoops.cap2.buoy,False
"Johnson Key, FL",2015-00-01T17:00:00Z,25.0499992371,-80.9039993286,,27.0981960297,NA,enp.jkyf1.met,False
