name,date_time,lat,lon,quality_flags,sea_water_temperature,sensor,station,bad_station
"Duck, NC",2015-11-28T12:00:00Z,36.1833,-75.7467,0;0;0,15.2,E1,8651370,False
"Oregon Inlet Marina, NC",2015-11-28T12:00:00Z,35.795,-75.5483,0;0;0,15.2,E1,8652587,False
"USCG Station Hatteras, NC",2015-11-28T12:00:00Z,35.2086,-75.7042,0;0;0,15.5,E1,8654467,False
"Beaufort, NC",2015-11-28T12:00:00Z,34.72,-76.67,0;0;0,15.0,E1,8656483,False
"Wilmington, NC",2015-11-28T12:00:00Z,34.2267,-77.9533,0;0;0,12.3,E1,8658120,False
"Wrightsville Beach, NC",2015-11-28T12:00:00Z,34.2133,-77.7867,0;0;0,17.4,E1,8658163,False
"Springmaid Pier, SC",2015-11-28T12:00:00Z,33.655,-78.9183,0;0;0,16.4,E1,8661070,False
"Fort Pulaski, GA",2015-11-28T12:00:00Z,32.0333,-80.9017,0;0;0,16.1,E1,8670870,False
"Fernandina Beach, FL",2015-11-28T12:00:00Z,30.6717,-81.465,0;0;0,19.2,E1,8720030,False
"Mayport (Bar Pilots Dock), FL",2015-11-28T12:00:00Z,30.3967,-81.43,0;0;0,20.1,E2,8720218,False
"Dames Point, FL",2015-11-28T12:00:00Z,30.3867,-81.5583,0;0;0,20.1,E2,8720219,False
"Jacksonville University, FL",2015-11-28T12:00:00Z,30.3541,-81.6118,0;0;0,19.9,E1,8720245,False
"I-295 Bridge, St Johns River, FL",2015-11-28T12:00:00Z,30.1917,-81.6917,0;0;0,19.5,E2,8720357,False
"Red Bay Point, St Johns River, FL",2015-11-28T12:00:00Z,29.9783,-81.6283,0;0;0,19.8,E1,8720503,False
"Racy Point, St Johns River, FL",2015-11-28T12:00:00Z,29.8017,-81.5483,0;0;0,19.5,E2,8720625,False
"Trident Pier, FL",2015-11-28T12:00:00Z,28.4158,-80.5931,0;0;0,22.5,E1,8721604,False
