name,station,sensor,lat,lon,date_time,salinity,bad_station
"Mayport (Bar Pilots Dock), FL",8720218,SALINITY,30.3967,-81.43,2016-04-30T12:00:00Z,25.17,False
"Dames Point, FL",8720219,SALINITY,30.3867,-81.5583,2016-04-30T12:00:00Z,18.16,False
"Jacksonville University, FL",8720245,SALINITY,30.3541,-81.6118,2016-04-30T12:00:00Z,14.41,False
"I-295 Bridge, St Johns River, FL",8720357,SALINITY,30.1917,-81.6917,2016-04-30T12:00:00Z,5.66,False
"Red Bay Point, St Johns River, FL",8720503,SALINITY,29.9783,-81.6283,2016-04-30T12:00:00Z,0.72,False
"Racy Point, St Johns River, FL",8720625,SALINITY,29.8017,-81.5483,2016-04-30T12:00:00Z,0.58,False
Tolomato River station,fldep.tolomatoriver.,NA,29.9947223663,-81.3295593262,2016-00-30T12:00:00Z,29.7615642548,False
Shell Point station,sccf.shellpoint.wq,NA,26.5225639343,-82.0079879761,2016-00-30T12:00:00Z,21.3518238068,False
Gulf of Mexico station,sccf.gulfofmexico.wq,NA,26.4430294037,-81.9711914062,2016-00-30T12:00:00Z,34.0097007751,False
St Lucie Inlet station,fldep.stlucieinlet.,NA,27.1652774811,-80.1627807617,2016-58-30T11:58:00Z,10.9814081192,False
Redfish Pass station,sccf.redfishpass.wq,NA,26.5615692139,-82.1754379272,2016-00-30T12:00:00Z,32.6134109497,False
Fort Myers station,sccf.fortmyers.wq,NA,26.6493396759,-81.8809661865,2016-00-30T12:00:00Z,3.04963755608,False
usf_c10_imet,usf.c10.imet,NA,27.1730003357,-82.9240036011,2016-35-30T11:35:00Z,34.9726142883,False
"CAROCOOPS FRP2, Fripp Nearshore, SC",carocoops.frp2.buoy,NA,32.2700004578,-80.4000015259,2016-08-30T12:08:00Z,32.7127456665,False
"CAROCOOPS SUN2, Sunset Nearshore, NC",carocoops.sun2.buoy,NA,33.8300018311,-78.4800033569,2016-08-30T12:08:00Z,26.0376968384,False
Bing's Landing station,fldep.bingslanding.,NA,29.6154174805,-81.2049179077,2016-00-30T12:00:00Z,28.8868179321,False
Tarpon Bay station,sccf.tarponbay.wq,NA,26.4679069519,-82.0631027222,2016-00-30T12:00:00Z,31.8581237793,False
"CAROCOOPS CAP2, Capers Island Nearshore, SC",carocoops.cap2.buoy,NA,32.7999992371,-79.6200027466,2016-08-30T12:08:00Z,33.6166229248,False
