name,date_time,datum,height,lat,lon,quality_flags,sensor,sigma,station,water_surface_height_above_reference_datum,bad_station
"Key West, FL",2015-12-12T12:00:00Z,MLLW,1.39,24.5558,-81.8078,1;0;0;0,A1,0.007,8724580,0.309,False
"Naples, FL",2015-12-12T12:00:00Z,MLLW,0.653,26.1317,-81.8075,0;0;0;0,A1,0.011,8725110,-0.007,False
"Fort Myers, FL",2015-12-12T12:00:00Z,MLLW,1.329,26.6475,-81.8711,1;0;0;0,A1,0.001,8725520,0.396,False
"Port Manatee, FL",2015-12-12T12:00:00Z,MLLW,0.062,27.6364,-82.5628,1;0;0;0,A1,0.012,8726384,0.1,False
"St Petersburg, FL",2015-12-12T12:00:00Z,MLLW,1.028,27.7611,-82.6269,0;0;0;0,A1,0.005,8726520,0.213,True
"Old Port Tampa, FL",2015-12-12T12:00:00Z,MLLW,8.621,27.8578,-82.5519,1;0;0;0,A1,0.002,8726607,0.284,True
"Mckay Bay Entrance, FL",2015-12-12T12:00:00Z,MLLW,0.081,27.9136,-82.4244,1;0;0;0,A1,0.002,8726667,0.265,False
"Clearwater Beach, FL",2015-12-12T12:00:00Z,MLLW,0.528,27.9781,-82.8317,1;0;0;0,A1,0.014,8726724,0.031,False
"Cedar Key, FL",2015-12-12T12:00:00Z,MLLW,0.55,29.1344,-83.0311,0;0;0;0,A1,0.003,8727520,0.135,False
"Apalachicola, FL",2015-12-12T12:00:00Z,MLLW,1.307,29.7244,-84.9806,1;0;0;0,A1,0.002,8728690,0.331,False
"Panama City, FL",2015-12-12T12:00:00Z,MLLW,1.019,30.1522,-85.6669,1;0;0;0,A1,0.005,8729108,0.144,False
"Panama City Beach, FL",2015-12-12T12:00:00Z,MLLW,8.236,30.2139,-85.8786,0;0;0;0,A1,0.039,8729210,0.09,True
"Pensacola, FL",2015-12-12T12:00:00Z,MLLW,2.569,30.4044,-87.2111,1;0;0;0,A1,0.001,8729840,0.274,False
Tolomato River station,2015-00-12T12:00:00Z,,,29.9947223663,-81.3295593262,,NA,,fldep.tolomatoriver.,-0.0769872441888,False
Bing's Landing station,2015-00-12T12:00:00Z,,,29.6154174805,-81.2049179077,,NA,,fldep.bingslanding.,-0.0168745499104,False
Naples Bay station,2015-54-12T11:54:00Z,,,26.1417789459,-81.7900543213,,NA,,fldep.naplesbay.,0.0875542163849,False
St Lucie Inlet station,2015-00-12T12:00:00Z,,,27.1652774811,-80.1627807617,,NA,,fldep.stlucieinlet.,-0.262904286385,False
Binney Dock station,2015-00-12T12:00:00Z,,,27.467546463,-80.3008499146,,NA,,fldep.binneydock.,-0.246695563197,False
Ponce De Leon South station,2015-00-12T12:00:00Z,,,29.0634727478,-80.9160842896,,NA,,fldep.poncedeleonsouth.,-0.132610440254,False
