name,date_time,datum,height,lat,lon,quality_flags,sensor,sigma,station,water_surface_height_above_reference_datum,bad_station
"Duck, NC",2016-04-30T12:00:00Z,MLLW,5.663,36.1831,-75.7467,0;0;0;0,A1,0.187,8651370,0.472,False
"Oregon Inlet Marina, NC",2016-04-30T12:00:00Z,MLLW,0.788,35.7942,-75.5481,0;0;0;0,A1,0.002,8652587,0.206,False
"USCG Station Hatteras, NC",2016-04-30T12:00:00Z,MLLW,8.345,35.2086,-75.7042,0;0;0;0,A1,0.002,8654467,0.358,True
"Beaufort, NC",2016-04-30T12:00:00Z,MLLW,0.562,34.72,-76.67,0;0;0;0,A1,0.001,8656483,0.355,False
"Wilmington, NC",2016-04-30T12:00:00Z,MLLW,0.747,34.2275,-77.9536,0;0;0;0,A1,0.004,8658120,0.721,True
"Wrightsville Beach, NC",2016-04-30T12:00:00Z,MLLW,5.793,34.21,-77.7867,0;0;0;0,A1,0.079,8658163,0.331,False
"Springmaid Pier, SC",2016-04-30T12:00:00Z,MLLW,8.928,33.6556,-78.9164,1;0;0;0,A1,0.054,8661070,0.376,False
"Oyster Landing (N Inlet Estuary), SC",2016-04-30T12:00:00Z,MLLW,1.215,33.3517,-79.1867,0;0;0;0,A1,0.005,8662245,0.536,False
"Fort Pulaski, GA",2016-04-30T12:00:00Z,MLLW,1.066,32.0367,-80.9017,0;0;0;0,A1,0.003,8670870,0.566,False
"Fernandina Beach, FL",2016-04-30T12:00:00Z,MLLW,0.518,30.6714,-81.4658,0;0;0;0,Y1,0.008,8720030,0.579,False
"Mayport (Bar Pilots Dock), FL",2016-04-30T12:00:00Z,MLLW,2.763,30.3982,-81.4279,0;0;0;0,A1,0.004,8720218,0.411,False
"Dames Point, FL",2016-04-30T12:00:00Z,MLLW,1.151,30.3872,-81.5592,0;0;0;0,A1,0.005,8720219,0.466,False
"Southbank Riverwalk, St Johns River, FL",2016-04-30T12:00:00Z,MLLW,-0.418,30.32,-81.6583,0;0;0;0,Y1,0.005,8720226,0.442,False
"I-295 Bridge, St Johns River, FL",2016-04-30T12:00:00Z,MLLW,-0.198,30.1925,-81.6889,0;0;0;0,A1,0.001,8720357,0.361,False
"Red Bay Point, St Johns River, FL",2016-04-30T12:00:00Z,MLLW,-0.175,29.9783,-81.6283,0;0;0;0,Y1,0.011,8720503,0.373,False
"Racy Point, St Johns River, FL",2016-04-30T12:00:00Z,MLLW,-0.191,29.8017,-81.5483,0;0;0;0,A1,0.001,8720625,0.418,False
"Trident Pier, FL",2016-04-30T12:00:00Z,MLLW,5.48,28.4158,-80.5931,1;0;0;0,A1,0.003,8721604,0.348,False
"Lake Worth Pier, FL",2016-04-30T12:00:00Z,MLLW,9.142,26.6128,-80.0333,0;0;0;0,A1,0.059,8722670,0.305,False
"Virginia Key, FL",2016-04-30T12:00:00Z,MLLW,3.096,25.7314,-80.1617,1;0;0;0,A1,0.005,8723214,0.326,False
"Vaca Key, FL",2016-04-30T12:00:00Z,MLLW,0.775,24.7106,-81.1064,1;0;0;0,A1,0.001,8723970,0.448,False
"Key West, FL",2016-04-30T12:00:00Z,MLLW,1.39,24.5558,-81.8078,0;0;0;0,A1,0.006,8724580,0.521,False
"Naples, FL",2016-04-30T12:00:00Z,MLLW,0.653,26.1317,-81.8075,1;0;0;0,A1,0.029,8725110,0.939,False
"Fort Myers, FL",2016-04-30T12:00:00Z,MLLW,1.329,26.6475,-81.8711,0;0;0;0,A1,0.003,8725520,0.355,False
"Port Manatee, FL",2016-04-30T12:00:00Z,MLLW,0.062,27.6364,-82.5628,1;0;0;0,A1,0.008,8726384,0.731,False
"St Petersburg, Tampa Bay, FL",2016-04-30T12:00:00Z,MLLW,1.028,27.7611,-82.6269,0;0;0;0,Y1,0.006,8726520,0.691,True
"Old Port Tampa, FL",2016-04-30T12:00:00Z,MLLW,8.621,27.8578,-82.5519,1;0;0;0,A1,0.003,8726607,0.693,True
"Mckay Bay Entrance, FL",2016-04-30T12:00:00Z,MLLW,0.081,27.9139,-82.4244,1;0;0;0,A1,0.001,8726667,0.813,False
"Clearwater Beach, FL",2016-04-30T12:00:00Z,MLLW,0.528,27.9781,-82.8317,0;0;0;0,A1,0.034,8726724,0.962,False
"Cedar Key, FL",2016-04-30T12:00:00Z,MLLW,0.55,29.1339,-83.0308,0;0;0;0,A1,0.004,8727520,1.217,False
"Apalachicola, FL",2016-04-30T12:00:00Z,MLLW,1.307,29.7244,-84.9806,0;0;0;0,A1,0.002,8728690,0.53,False
"Panama City, FL",2016-04-30T12:00:00Z,MLLW,1.019,30.1522,-85.6669,1;0;0;0,A1,0.005,8729108,0.526,False
"Panama City Beach, FL",2016-04-30T12:00:00Z,MLLW,8.236,30.2139,-85.8786,1;0;0;0,A1,0.046,8729210,0.577,True
"Pensacola, FL",2016-04-30T12:00:00Z,MLLW,2.569,30.4044,-87.2111,0;0;0;0,A1,0.007,8729840,0.49,False
Tolomato River station,2016-00-30T12:00:00Z,,,29.9947223663,-81.3295593262,,NA,,fldep.tolomatoriver.,-0.120393499732,False
Bing's Landing station,2016-00-30T12:00:00Z,,,29.6154174805,-81.2049179077,,NA,,fldep.bingslanding.,-0.66031563282,False
