name,station,sensor,lat,lon,date_time,sea_water_temperature,bad_station
"Port Manatee, FL",8726384,E1,27.6387,-82.5621,2015-08-15T12:00:00Z,28.7,False
"St Petersburg, FL",8726520,E1,27.7606,-82.6269,2015-08-15T12:00:00Z,30.9,False
"Old Port Tampa, FL",8726607,E1,27.8578,-82.5527,2015-08-15T12:00:00Z,29.6,False
"Clearwater Beach, FL",8726724,E1,27.9783,-82.8317,2015-08-15T12:00:00Z,29.9,False
"Cedar Key, FL",8727520,E1,29.135,-83.0317,2015-08-15T12:00:00Z,29.1,False
"Apalachicola, FL",8728690,E1,29.7267,-84.9817,2015-08-15T12:00:00Z,29.8,False
"Panama City, FL",8729108,E1,30.1523,-85.6669,2015-08-15T12:00:00Z,30.6,False
"Panama City Beach, FL",8729210,E1,30.2133,-85.8783,2015-08-15T12:00:00Z,29.8,False
"Pensacola, FL",8729840,E1,30.4044,-87.2112,2015-08-15T12:00:00Z,30.0,False
Tolomato River station,fldep.tolomatoriver.,NA,29.9947223663,-81.3295593262,2015-00-15T12:00:00Z,29.3370456696,False
"Broad River Lower, FL",enp.lbrf1.met,NA,25.4839992523,-81.111000061,2015-00-15T12:00:00Z,30.4839344025,False
"Clear Water Pass, FL ",enp.cwaf1.met,NA,25.2950000763,-81.0130004883,2015-00-15T12:00:00Z,30.952375412,False
Gulf of Mexico station,sccf.gulfofmexico.wq,NA,26.4430294037,-81.9711914062,2015-00-15T12:00:00Z,30.7680969238,False
"Little Madeira, FL",enp.lmdf1.met,NA,25.1739997864,-80.6320037842,2015-00-15T12:00:00Z,31.042049408,False
"Taylor River, FL",enp.trrf1.met,NA,25.2229995728,-80.6529998779,2015-00-15T12:00:00Z,33.902431488,False
Redfish Pass station,sccf.redfishpass.wq,NA,26.5615692139,-82.1754379272,2015-00-15T12:00:00Z,30.9818763733,False
"Little Rabbit Key, FL",enp.lrkf1.met,NA,24.9790000916,-80.8259963989,2015-00-15T12:00:00Z,31.0527038574,False
"Peterson Key, FL",enp.pkyf1.met,NA,24.9169998169,-80.7460021973,2015-00-15T12:00:00Z,31.0034446716,False
"Highway Creek, FL",enp.hcef1.met,NA,25.2539997101,-80.4440002441,2015-00-15T12:00:00Z,30.9552440643,False
"Gunboat Island, FL",enp.gbif1.met,NA,25.3759994507,-81.0289993286,2015-00-15T12:00:00Z,30.0506706238,False
Tarpon Bay station,sccf.tarponbay.wq,NA,26.4679069519,-82.0631027222,2015-00-15T12:00:00Z,30.985874176,False
"CAROCOOPS FRP2, Fripp Nearshore, SC",carocoops.frp2.buoy,NA,32.2700004578,-80.4000015259,2015-00-15T12:00:00Z,21.7750358582,False
"Cannon Bay, FL",enp.cnbf1.met,NA,25.7000007629,-81.1859970093,2015-00-15T12:00:00Z,31.3208179474,False
"Murray Key, FL",enp.mukf1.met,NA,25.1040000916,-80.9420013428,2015-00-15T12:00:00Z,30.7540187836,False
"Blackwater Sound, FL",enp.bwsf1.met,NA,25.1770000458,-80.43800354,2015-00-15T12:00:00Z,30.902130127,False
"Butternut Key, FL",enp.bnkf1.met,NA,25.0869998932,-80.5189971924,2015-00-15T12:00:00Z,31.1215572357,False
Shell Point station,sccf.shellpoint.wq,NA,26.5225639343,-82.0079879761,2015-00-15T12:00:00Z,30.8280143738,False
"Whipray Basin, FL",enp.wrbf1.met,NA,25.0769996643,-80.7279968262,2015-00-15T12:00:00Z,31.5013103485,False
"Garfield Bight, FL",enp.gbtf1.met,NA,25.1700000763,-80.7969970703,2015-00-15T12:00:00Z,31.6885242462,False
"Little Blackwater, FL",enp.lbsf1.met,NA,25.2119998932,-80.4329986572,2015-00-15T12:00:00Z,31.2511482239,False
"Lane River, FL ",enp.lrif1.met,NA,25.2840003967,-80.8939971924,2015-00-15T12:00:00Z,31.1242637634,False
"Trout Cove, FL",enp.tcvf1.met,NA,25.2089996338,-80.5329971313,2015-00-15T12:00:00Z,31.0774612427,False
St Lucie Inlet station,fldep.stlucieinlet.,NA,27.1652774811,-80.1627807617,2015-00-15T12:00:00Z,29.5247631073,False
"White Water -West, FL",enp.wwef1.met,NA,25.2299995422,-80.9390029907,2015-00-15T12:00:00Z,30.7667198181,False
"Duck Key, FL",enp.dkkf1.met,NA,25.1800003052,-80.4899978638,2015-00-15T12:00:00Z,31.0514755249,False
"CORMP ILM3, Wrightsville Beach Offshore, NC",cormp.ilm3.buoy,NA,33.9878005981,-77.3635025024,2015-00-15T12:00:00Z,27.3559036255,False
"Broad River, FL",enp.bdvf1.met,NA,25.4759998322,-80.9899978638,2015-00-15T12:00:00Z,29.8222103119,False
"Willy Willy, FL",enp.wiwf1.met,NA,25.6189994812,-81.0439987183,2015-00-15T12:00:00Z,29.678855896,False
"Cane Patch, FL",enp.canf1.met,NA,25.4200000763,-80.9430007935,2015-00-15T12:00:00Z,27.9524593353,False
usf_c10_imet,usf.c10.imet,NA,27.1730003357,-82.9240036011,2015-35-15T11:35:00Z,-499.849761963,False
"CAROCOOPS SUN2, Sunset Nearshore, NC",carocoops.sun2.buoy,NA,33.8300018311,-78.4800033569,2015-08-15T12:08:00Z,28.7060413361,False
Bing's Landing station,fldep.bingslanding.,NA,29.6154174805,-81.2049179077,2015-00-15T12:00:00Z,30.6118869781,False
"Bob Allen, FL",enp.bobf1.met,NA,25.0240001678,-80.6819992065,2015-00-15T12:00:00Z,30.9633617401,False
"CAROCOOPS CAP2, Capers Island Nearshore, SC",carocoops.cap2.buoy,NA,32.7999992371,-79.6200027466,2015-08-15T12:08:00Z,28.4163894653,False
"Johnson Key, FL",enp.jkyf1.met,NA,25.0499992371,-80.9039993286,2015-00-15T12:00:00Z,31.056886673,False
