name,station,sensor,lat,lon,date_time,sea_water_temperature,bad_station
"Duck, NC",8651370,E1,36.1833,-75.7467,2015-08-15T12:00:00Z,25.8,False
"Oregon Inlet Marina, NC",8652587,E1,35.795,-75.5483,2015-08-15T12:00:00Z,26.3,False
"USCG Station Hatteras, NC",8654467,E1,35.2086,-75.7042,2015-08-15T12:00:00Z,26.4,False
"Beaufort, NC",8656483,E1,34.72,-76.67,2015-08-15T12:00:00Z,26.5,False
"Wilmington, NC",8658120,E1,34.2267,-77.9533,2015-08-15T12:00:00Z,29.7,False
"Wrightsville Beach, NC",8658163,E1,34.2133,-77.7867,2015-08-15T12:00:00Z,28.5,False
"Springmaid Pier, SC",8661070,E1,33.655,-78.9183,2015-08-15T12:00:00Z,28.7,False
"Charleston, SC",8665530,E1,32.7817,-79.925,2015-08-15T12:00:00Z,29.1,False
"Fort Pulaski, GA",8670870,E1,32.0333,-80.9017,2015-08-15T12:00:00Z,29.3,False
"Fernandina Beach, FL",8720030,E1,30.6717,-81.465,2015-08-15T12:00:00Z,29.4,False
"Mayport (Bar Pilots Dock), FL",8720218,E2,30.3967,-81.43,2015-08-15T12:00:00Z,28.8,False
"Dames Point, FL",8720219,E2,30.3867,-81.5583,2015-08-15T12:00:00Z,29.5,False
"Jacksonville University, FL",8720245,E1,30.3541,-81.6118,2015-08-15T12:00:00Z,29.5,False
"I-295 Bridge, St Johns River, FL",8720357,E2,30.1917,-81.6917,2015-08-15T12:00:00Z,30.0,False
"Red Bay Point, St Johns River, FL",8720503,E1,29.9783,-81.6283,2015-08-15T12:00:00Z,29.4,False
"Racy Point, St Johns River, FL",8720625,E2,29.8017,-81.5483,2015-08-15T12:00:00Z,29.3,False
"Trident Pier, FL",8721604,E1,28.4158,-80.5931,2015-08-15T12:00:00Z,27.6,False
"Lake Worth Pier, FL",8722670,E1,26.6117,-80.0333,2015-08-15T12:00:00Z,30.0,False
"Virginia Key, FL",8723214,E1,25.7314,-80.1618,2015-08-15T12:00:00Z,31.0,False
"Vaca Key, FL",8723970,E1,24.7117,-81.105,2015-08-15T12:00:00Z,32.1,False
"Naples, FL",8725110,E1,26.1317,-81.8075,2015-08-15T12:00:00Z,30.4,False
"Fort Myers, FL",8725520,E1,26.6477,-81.8712,2015-08-15T12:00:00Z,31.3,False
