name,date_time,datum,height,lat,lon,quality_flags,sensor,sigma,station,water_surface_height_above_reference_datum,bad_station
"Vaca Key, FL",2016-01-30T12:00:00Z,MLLW,0.775,24.7106,-81.1064,1;0;0;0,A1,0.001,8723970,0.285,False
"Key West, FL",2016-01-30T12:00:00Z,MLLW,1.39,24.5558,-81.8078,1;0;0;0,A1,0.006,8724580,0.202,False
"Naples, FL",2016-01-30T12:00:00Z,MLLW,0.653,26.1317,-81.8075,1;0;0;0,A1,0.071,8725110,0.544,False
"Fort Myers, FL",2016-01-30T12:00:00Z,MLLW,1.329,26.6475,-81.8711,0;0;0;0,A1,0.0,8725520,0.37,False
"Port Manatee, FL",2016-01-30T12:00:00Z,MLLW,0.062,27.6364,-82.5628,1;0;0;0,A1,0.004,8726384,0.436,False
"St Petersburg, FL",2016-01-30T12:00:00Z,MLLW,1.028,27.7611,-82.6269,1;0;0;0,Y1,0.001,8726520,0.512,True
"Old Port Tampa, FL",2016-01-30T12:00:00Z,MLLW,8.621,27.8578,-82.5519,0;0;0;0,B1,0.003,8726607,0.62,True
"Mckay Bay Entrance, FL",2016-01-30T12:00:00Z,MLLW,0.081,27.9136,-82.4244,1;0;0;0,A1,0.002,8726667,0.657,False
"Clearwater Beach, FL",2016-01-30T12:00:00Z,MLLW,0.528,27.9781,-82.8317,0;0;0;0,A1,0.072,8726724,0.4,False
"Cedar Key, FL",2016-01-30T12:00:00Z,MLLW,0.55,29.1344,-83.0311,0;0;0;0,A1,0.002,8727520,0.827,False
"Apalachicola, FL",2016-01-30T12:00:00Z,MLLW,1.307,29.7244,-84.9806,0;0;0;0,A1,0.001,8728690,0.33,False
"Panama City, FL",2016-01-30T12:00:00Z,MLLW,1.019,30.1522,-85.6669,0;0;0;0,A1,0.006,8729108,0.103,False
"Panama City Beach, FL",2016-01-30T12:00:00Z,MLLW,8.236,30.2139,-85.8786,0;0;0;0,A1,0.06,8729210,0.069,True
"Pensacola, FL",2016-01-30T12:00:00Z,MLLW,2.569,30.4044,-87.2111,1;0;0;0,A1,0.001,8729840,0.123,False
Tolomato River station,2016-00-30T12:00:00Z,,,29.9947223663,-81.3295593262,,NA,,fldep.tolomatoriver.,-0.235729128122,False
Bing's Landing station,2016-00-30T12:00:00Z,,,29.6154174805,-81.2049179077,,NA,,fldep.bingslanding.,-0.880778670311,False
Naples Bay station,2016-00-30T12:00:00Z,,,26.1417789459,-81.7900543213,,NA,,fldep.naplesbay.,0.0555606856942,False
St Lucie Inlet station,2016-00-30T12:00:00Z,,,27.1652774811,-80.1627807617,,NA,,fldep.stlucieinlet.,-0.319849997759,False
Binney Dock station,2016-00-30T12:00:00Z,,,27.467546463,-80.3008499146,,NA,,fldep.binneydock.,-0.314149856567,False
Ponce De Leon South station,2016-00-30T12:00:00Z,,,29.0634727478,-80.9160842896,,NA,,fldep.poncedeleonsouth.,-0.306018948555,False
