name,date_time,datum,height,lat,lon,quality_flags,sensor,sigma,station,water_surface_height_above_reference_datum,bad_station
"Naples, FL",2015-10-31T12:00:00Z,MLLW,0.653,26.1317,-81.8075,0;0;0;0,A1,0.008,8725110,0.433,False
"Fort Myers, FL",2015-10-31T12:00:00Z,MLLW,1.329,26.6475,-81.8711,0;0;0;0,A1,0.002,8725520,0.621,False
"Port Manatee, FL",2015-10-31T12:00:00Z,MLLW,0.062,27.6364,-82.5628,0;0;0;0,A1,0.008,8726384,0.519,False
"St Petersburg, FL",2015-10-31T12:00:00Z,MLLW,1.028,27.7611,-82.6269,0;0;0;0,A1,0.004,8726520,0.652,True
"Old Port Tampa, FL",2015-10-31T12:00:00Z,MLLW,8.621,27.8578,-82.5519,0;0;0;0,A1,0.003,8726607,0.739,True
"Mckay Bay Entrance, FL",2015-10-31T12:00:00Z,MLLW,0.081,27.9136,-82.4244,0;0;0;0,A1,0.006,8726667,0.728,False
"Clearwater Beach, FL",2015-10-31T12:00:00Z,MLLW,0.528,27.9781,-82.8317,0;0;0;0,A1,0.033,8726724,0.329,False
"Cedar Key, FL",2015-10-31T12:00:00Z,MLLW,0.55,29.1344,-83.0311,0;0;0;0,A1,0.003,8727520,0.837,False
"Apalachicola, FL",2015-10-31T12:00:00Z,MLLW,1.307,29.7244,-84.9806,0;0;0;0,A1,0.002,8728690,0.714,False
"Panama City, FL",2015-10-31T12:00:00Z,MLLW,1.019,30.1522,-85.6669,0;0;0;0,A1,0.002,8729108,0.379,False
"Panama City Beach, FL",2015-10-31T12:00:00Z,MLLW,8.236,30.2139,-85.8786,0;0;0;0,A1,0.024,8729210,0.316,True
"Pensacola, FL",2015-10-31T12:00:00Z,MLLW,2.569,30.4044,-87.2111,0;0;0;0,A1,0.002,8729840,0.502,False
Tolomato River station,2015-00-31T12:00:00Z,,,29.9947223663,-81.3295593262,,NA,,fldep.tolomatoriver.,-0.031761135906,False
Bing's Landing station,2015-00-31T12:00:00Z,,,29.6154174805,-81.2049179077,,NA,,fldep.bingslanding.,-0.00649083266035,False
Naples Bay station,2015-00-31T12:00:00Z,,,26.1417789459,-81.7900543213,,NA,,fldep.naplesbay.,0.0676064044237,False
St Lucie Inlet station,2015-00-31T12:00:00Z,,,27.1652774811,-80.1627807617,,NA,,fldep.stlucieinlet.,-0.970622479916,False
Binney Dock station,2015-00-31T12:00:00Z,,,27.467546463,-80.3008499146,,NA,,fldep.binneydock.,-0.230897381902,False
Ponce De Leon South station,2015-00-31T12:00:00Z,,,29.0634727478,-80.9160842896,,NA,,fldep.poncedeleonsouth.,-0.155120387673,False
