nan nan
-78.501342	55.001601
-78.502808	55.001601
-78.501342	55.001601
-78.500168	55.000721
-78.501342	55.001601
-78.497528	55.003362
-78.492541	55.005415
-78.486381	55.006882
-78.478753	55.008055
-78.472886	55.010695
-78.464966	55.012749
-78.458805	55.013922
-78.451471	55.016269
-78.443844	55.018616
-78.435044	55.021256
-78.426243	55.021843
-78.419202	55.024483
-78.409522	55.025950
-78.400721	55.026830
-78.392214	55.028590
-78.382533	55.029470
-78.374026	55.030350
-78.363758	55.031817
-78.356718	55.032990
-78.350558	55.034751
-78.342930	55.037097
-78.335596	55.039444
-78.329143	55.042378
-78.322396	55.045898
-78.315062	55.048832
-78.308608	55.051178
-78.300687	55.054992
-78.295700	55.057926
-78.289246	55.062033
-78.283673	55.064966
-78.278392	55.068193
-78.273112	55.072007
-78.266658	55.075233
-78.261084	55.078460
-78.256097	55.082274
-78.250817	55.085207
-78.244070	55.088728
-78.237909	55.091661
-78.232629	55.095475
-78.228229	55.098702
-78.221775	55.101635
-78.216495	55.105449
-78.210921	55.109556
-78.206814	55.111316
-78.208281	55.111903
-78.206814	55.111903
-78.208281	55.111316
-78.206814	55.111903
-78.204467	55.113370
-78.200653	55.115716
-78.193906	55.118943
-78.187453	55.121877
-78.182172	55.125397
-78.175718	55.127451
-78.168384	55.130091
-78.163104	55.132438
-78.156357	55.135664
-78.149023	55.138598
-78.143743	55.140358
-78.138756	55.142705
-78.132009	55.146225
-78.125848	55.149159
-78.119394	55.150039
-78.112060	55.152386
-78.105900	55.154146
-78.097686	55.157079
-78.093872	55.159133
-78.085365	55.162360
-78.077445	55.163826
-78.070111	55.166173
-78.062484	55.169107
-78.056030	55.171747
-78.048403	55.174681
-78.047229	55.174387
-78.048403	55.174681
-78.044589	55.175854
-78.040775	55.177027
-78.036962	55.178201
-78.031975	55.179961
-78.025228	55.182601
-78.019067	55.185535
-78.010266	55.187295
-78.004986	55.188762
-78.001466	55.190815
-77.995012	55.193749
-77.986798	55.196976
-77.981811	55.199909
-77.976531	55.202549
-77.972717	55.204896
-77.967143	55.207536
-77.960983	55.209296
-77.954822	55.212230
-77.946902	55.214577
-77.944555	55.216630
-77.938101	55.218390
-77.931647	55.220737
-77.926367	55.222497
-77.917860	55.224844
-77.911113	55.227191
-77.903485	55.229538
-77.894685	55.231885
-77.887644	55.233645
-77.882071	55.235992
-77.882071	55.236578
-77.877964	55.240099
-77.872390	55.243619
-77.869456	55.247726
-77.862709	55.251246
-77.858602	55.253886
-77.852148	55.256526
-77.848628	55.257407
-77.841001	55.258580
-77.833667	55.258873
-77.831320	55.258580
-77.829267	55.258580
-77.831320	55.258580
-77.830147	55.258580
-77.820466	55.259460
-77.811666	55.260340
-77.803452	55.261513
-77.794358	55.263567
-77.789371	55.266207
-77.782917	55.269141
-77.777343	55.272954
-77.772943	55.275594
-77.770303	55.278821
-77.764729	55.283222
-77.760329	55.287915
-77.757102	55.292022
-77.752995	55.296423
-77.748594	55.300823
-77.743021	55.304050
-77.738914	55.308157
-77.735980	55.311384
-77.732753	55.315197
-77.727179	55.319598
-77.724539	55.322238
-77.721312	55.324878
-77.717205	55.328105
-77.711925	55.332505
-77.708698	55.335732
-77.703418	55.340132
-77.698137	55.343653
-77.693737	55.348053
-77.688163	55.351867
-77.682590	55.355974
-77.676136	55.358907
-77.670269	55.362721
-77.664988	55.366534
-77.658241	55.370348
-77.652081	55.372401
-77.645334	55.375922
-77.637706	55.377975
-77.628906	55.380322
-77.622159	55.382669
-77.613651	55.385016
-77.605731	55.386776
-77.599864	55.388243
-77.591943	55.390589
-77.584023	55.392936
-77.576689	55.395283
-77.571702	55.397043
-77.564954	55.399977
-77.557621	55.402617
-77.555861	55.403790
-77.550580	55.407017
-77.547647	55.408191
-77.541193	55.412591
-77.536792	55.416405
-77.530339	55.419338
-77.524765	55.423445
-77.518018	55.426379
-77.511271	55.429899
-77.505697	55.433419
-77.499243	55.436939
-77.493963	55.440166
-77.488389	55.443980
-77.481642	55.446913
-77.474015	55.450140
-77.468734	55.453074
-77.463161	55.456888
-77.456413	55.460701
-77.452306	55.463928
-77.445266	55.467742
-77.439986	55.470969
-77.434412	55.474782
-77.428838	55.478302
-77.422384	55.482116
-77.416811	55.486223
-77.410357	55.489156
-77.404490	55.492677
-77.398036	55.496784
-77.392462	55.499131
-77.387182	55.502357
-77.381901	55.505291
-77.375154	55.508225
-77.369580	55.512331
-77.365474	55.514678
-77.359020	55.517905
-77.353739	55.521719
-77.345819	55.524359
-77.339952	55.528466
-77.334378	55.532280
-77.329098	55.536093
-77.323524	55.539613
-77.317657	55.543720
-77.312376	55.546654
-77.307976	55.549881
-77.302696	55.553108
-77.296242	55.556041
-77.288321	55.559855
-77.284214	55.562202
-77.277467	55.565135
-77.271893	55.569242
-77.265146	55.572176
-77.258693	55.575403
-77.250772	55.578336
-77.244318	55.580683
-77.237864	55.583617
-77.232584	55.586257
-77.225837	55.588310
-77.220263	55.592124
-77.214689	55.595351
-77.212049	55.598578
-77.208529	55.602391
-77.205302	55.607672
-77.200608	55.612365
-77.195328	55.616472
-77.190634	55.620873
-77.186527	55.623806
-77.182420	55.627326
-77.178020	55.630260
-77.175673	55.630847
-77.176260	55.631727
-77.175673	55.630847
-77.176260	55.631727
-77.175380	55.631727
-77.168633	55.635247
-77.163352	55.637887
-77.157485	55.642287
-77.153378	55.645514
-77.149271	55.648155
-77.142818	55.650208
-77.137244	55.654022
-77.132550	55.658715
-77.129323	55.662529
-77.128150	55.664582
-77.124630	55.667809
-77.119349	55.670743
